age,gender,height_cm,weight_kg,activity_level,purpose,bmi,bmi_category,body_fat_pct,lean_body_mass_kg,ideal_weight_kg,weight_diff_from_ideal,target_bmi,target_weight_kg,weight_change_needed,estimated_weeks_to_goal,bmr,tdee,calorie_adjustment,calories_needed,protein_g,carbs_g,fat_g,water_ml,fiber_g,sleep_hours
27,Male,183.4,76.3,sedentary,weight_loss,22.68,Normal,17.2,63.2,78.1,-1.8,21.7,73.0,-3.3,5,1762,2114,-300,1795,154,196,44,2670.0,25,7.5
29,Male,164.2,54.5,very_active,muscle_gain,20.21,Normal,14.7,46.5,60.7,-6.2,22.7,61.2,6.7,27,1409,2431,350,2775,102,418,77,2660.0,39,7.5
22,Female,158.9,51.1,moderately_active,weight_gain,20.24,Normal,23.9,38.9,51.4,-0.3,22.2,56.1,5.0,14,1224,1897,450,2357,79,346,73,2290.0,33,8.0
32,Male,160.2,57.2,very_active,maintain,22.29,Normal,17.9,47.0,57.1,0.1,22.3,57.2,0.0,0,1405,2424,0,2425,67,370,75,2750.0,34,7.5
66,Male,171.7,71.5,lightly_active,weight_gain,24.25,Normal,28.1,51.4,67.5,4.0,25.8,76.1,4.6,13,1470,2021,350,2375,110,317,74,2750.0,33,7.0
22,Male,177.0,72.0,lightly_active,muscle_gain,22.98,Normal,16.4,60.2,72.3,-0.3,25.5,79.9,7.9,32,1701,2339,350,2674,140,362,74,2770.0,37,8.0
66,Male,174.1,84.5,moderately_active,muscle_gain,27.88,Overweight,32.4,57.1,69.6,14.9,28.7,87.0,2.5,10,1606,2489,150,2681,154,350,74,3460.0,38,7.0
25,Male,170.1,57.6,lightly_active,muscle_gain,19.91,Normal,13.4,49.9,66.0,-8.4,22.4,64.8,7.2,29,1491,2050,500,2568,115,367,71,2270.0,36,8.0
16,Female,148.1,59.3,extra_active,weight_loss,27.04,Overweight,30.7,41.1,45.5,13.8,24.5,53.7,-5.6,8,1270,2413,-500,1914,122,251,47,3080.0,27,9.0
29,Female,153.6,51.7,moderately_active,weight_loss,21.91,Normal,27.6,37.4,46.6,5.1,20.9,49.3,-2.4,3,1174,1820,-300,1581,113,194,39,2310.0,22,7.5
18,Female,168.5,72.4,lightly_active,muscle_gain,25.5,Overweight,29.3,51.2,60.1,12.3,27.0,76.7,4.3,17,1506,2071,250,2305,148,284,64,2780.0,32,8.0
21,Male,179.7,69.2,sedentary,weight_gain,21.43,Normal,14.3,59.3,74.7,-5.5,23.4,75.6,6.4,18,1689,2027,450,2490,108,341,77,2420.0,35,8.0
30,Female,160.5,48.3,lightly_active,weight_loss,18.75,Normal,24.0,36.7,52.8,-4.5,18.5,47.7,-0.6,1,1170,1609,-300,1314,99,158,32,1940.0,18,7.5
29,Female,162.0,57.7,moderately_active,maintain,21.99,Normal,27.7,41.7,54.2,3.5,22.0,57.7,0.0,0,1278,1981,0,1991,74,284,62,2520.0,28,7.5
17,Female,154.8,74.6,extra_active,muscle_gain,31.13,Obese I,35.9,47.8,47.7,26.9,31.9,76.4,1.8,7,1441,2738,150,2895,155,389,80,3610.0,41,9.0
32,Male,182.4,62.5,moderately_active,weight_loss,18.79,Normal,13.7,53.9,77.2,-14.7,18.5,61.5,-1.0,1,1580,2449,-300,2218,137,296,54,2690.0,31,7.5
31,Male,169.3,72.3,sedentary,weight_loss,25.22,Overweight,21.2,57.0,65.3,7.0,23.0,65.9,-6.4,9,1619,1943,-500,1453,130,152,36,2530.0,20,7.5
21,Male,176.8,72.1,sedentary,weight_loss,23.07,Normal,16.3,60.3,72.1,0.0,22.1,69.1,-3.0,4,1705,2046,-300,1758,147,196,43,2520.0,25,8.0
61,Male,163.7,70.8,moderately_active,maintain,26.42,Overweight,29.5,49.9,60.2,10.6,26.4,70.7,-0.1,0,1438,2229,0,2207,86,310,69,2980.0,31,7.5
40,Male,172.8,57.8,sedentary,weight_loss,19.36,Normal,16.2,48.4,68.5,-10.7,18.5,55.2,-2.6,4,1444,1733,-300,1422,111,166,35,2020.0,20,7.5
46,Male,182.1,83.0,moderately_active,muscle_gain,25.03,Overweight,24.4,62.7,76.9,6.1,26.5,87.9,4.9,20,1736,2691,250,2953,165,389,82,3400.0,41,7.5
22,Male,167.8,66.3,sedentary,weight_loss,23.55,Normal,17.1,55.0,63.9,2.4,22.6,63.6,-2.7,4,1587,1904,-300,1597,130,182,39,2320.0,22,8.0
48,Female,165.5,48.8,lightly_active,weight_loss,17.82,Underweight,27.0,35.6,57.4,-8.6,18.5,50.7,1.9,3,1128,1551,-300,1268,116,131,31,1960.0,18,7.5
45,Male,167.0,67.7,extra_active,weight_loss,24.27,Normal,23.3,51.9,63.2,4.5,23.3,65.0,-2.7,4,1497,2844,-300,2540,149,346,62,3370.0,36,7.5
36,Male,168.1,63.1,very_active,maintain,22.33,Normal,18.9,51.2,64.2,-1.1,22.3,63.0,-0.1,0,1494,2577,0,2561,65,395,80,2960.0,36,7.5
18,Female,160.9,52.5,very_active,maintain,20.28,Normal,23.1,40.4,53.2,-0.7,20.3,52.6,0.1,0,1265,2182,0,2140,59,325,67,2590.0,30,8.0
34,Female,166.8,60.7,moderately_active,weight_gain,21.82,Normal,28.6,43.3,58.5,2.2,23.8,66.2,5.5,16,1313,2035,450,2518,91,363,78,2620.0,35,7.5
16,Female,159.2,64.3,very_active,weight_loss,25.37,Overweight,28.7,45.8,51.7,12.6,22.9,58.0,-6.3,9,1382,2384,-500,1876,131,234,46,3000.0,26,9.0
34,Female,164.7,63.7,very_active,weight_loss,23.48,Normal,30.6,44.2,56.6,7.1,22.5,61.0,-2.7,4,1331,2296,-400,1890,115,254,46,2980.0,26,7.5
25,Female,167.9,51.2,sedentary,weight_loss,18.16,Underweight,22.1,39.9,59.5,-8.3,18.5,52.2,1.0,1,1258,1510,-300,1231,116,124,30,1790.0,17,8.0
32,Female,156.4,58.0,sedentary,weight_gain,23.71,Normal,30.4,40.4,49.1,8.9,25.2,61.6,3.6,10,1239,1487,350,1822,96,231,57,2030.0,26,7.5
50,Male,164.1,64.6,very_active,muscle_gain,23.99,Normal,24.1,49.0,60.6,4.0,25.5,68.7,4.1,16,1427,2462,350,2853,131,404,79,3010.0,40,7.5
36,Male,171.7,62.1,sedentary,muscle_gain,21.06,Normal,17.4,51.3,67.5,-5.4,23.6,69.6,7.5,30,1503,1804,350,2165,128,278,60,2170.0,30,7.5
27,Male,182.3,62.7,lightly_active,muscle_gain,18.87,Normal,12.7,54.7,77.1,-14.4,21.9,72.8,10.1,40,1602,2203,500,2733,130,382,76,2440.0,38,7.5
55,Male,168.0,77.0,sedentary,weight_gain,27.28,Overweight,29.2,54.5,64.1,12.9,28.3,79.9,2.9,8,1549,1859,350,2232,133,270,69,2700.0,31,7.5
18,Male,180.6,67.7,very_active,muscle_gain,20.76,Normal,12.9,59.0,75.5,-7.8,23.3,76.0,8.3,33,1690,2915,350,3285,144,472,91,3120.0,46,8.0
33,Female,159.4,63.9,sedentary,muscle_gain,25.15,Overweight,32.4,43.2,51.8,12.1,26.6,67.6,3.7,15,1307,1568,250,1806,139,200,50,2240.0,25,7.5
20,Female,171.5,53.5,lightly_active,muscle_gain,18.19,Underweight,21.0,42.3,62.8,-9.3,21.2,62.4,8.9,36,1321,1816,500,2289,98,330,64,2120.0,32,8.0
19,Female,174.5,83.4,sedentary,muscle_gain,27.39,Overweight,31.8,56.9,65.5,17.9,28.2,85.9,2.5,10,1641,1969,150,2143,162,239,60,2920.0,30,8.0
61,Male,179.1,105.0,sedentary,muscle_gain,32.73,Obese I,37.1,66.0,74.2,30.8,33.5,107.5,2.5,10,1840,2208,150,2319,217,219,64,3680.0,32,7.5
33,Female,151.1,55.1,sedentary,weight_loss,24.13,Normal,31.1,38.0,45.5,9.6,23.1,52.7,-2.4,3,1178,1414,-400,1200,117,118,30,1930.0,17,7.5
27,Female,146.6,58.2,moderately_active,muscle_gain,27.08,Overweight,33.3,38.8,45.5,12.7,27.9,60.0,1.8,7,1205,1868,150,2012,126,251,56,2540.0,28,7.5
23,Male,174.4,63.9,sedentary,weight_loss,21.01,Normal,14.3,54.8,69.9,-6.0,20.0,60.8,-3.1,4,1593,1912,-300,1605,149,164,39,2240.0,22,8.0
30,Female,166.4,55.3,very_active,muscle_gain,19.97,Normal,25.5,41.2,58.2,-2.9,22.5,62.3,7.0,28,1273,2196,500,2665,119,381,74,2690.0,37,7.5
31,Male,177.3,83.8,moderately_active,muscle_gain,26.66,Overweight,22.9,64.6,72.5,11.3,27.5,86.4,2.6,10,1784,2765,250,3010,157,406,84,3430.0,42,7.5
43,Male,169.3,69.2,sedentary,weight_loss,24.14,Normal,22.7,53.5,65.3,3.9,23.1,66.2,-3.0,4,1534,1841,-300,1538,133,166,38,2420.0,22,7.5
66,Female,150.2,41.9,lightly_active,muscle_gain,18.57,Normal,32.1,28.5,45.5,-3.6,21.6,48.7,6.8,27,914,1257,500,1748,87,240,49,1720.0,24,7.0
38,Male,180.0,76.0,moderately_active,weight_loss,23.46,Normal,20.7,60.3,75.0,1.0,22.5,72.9,-3.1,4,1689,2618,-300,2322,180,272,57,3160.0,33,7.5
18,Male,186.1,65.7,very_active,weight_loss,18.97,Normal,10.7,58.7,80.5,-14.8,18.5,64.1,-1.6,2,1696,2926,-300,2568,131,369,63,3050.0,36,8.0
43,Female,157.0,53.8,moderately_active,maintain,21.83,Normal,30.7,37.3,49.7,4.1,21.8,53.7,-0.1,0,1156,1792,0,1814,74,254,56,2380.0,25,7.5
58,Female,165.0,72.6,moderately_active,maintain,26.67,Overweight,39.9,43.6,56.9,15.7,26.7,72.7,0.1,0,1308,2027,0,2071,100,274,64,3040.0,29,7.5
32,Male,190.9,97.9,very_active,maintain,26.86,Overweight,23.4,75.0,84.9,13.0,26.9,98.0,0.1,0,2006,3460,0,3455,118,505,107,4180.0,48,7.5
32,Male,172.8,71.2,lightly_active,muscle_gain,23.84,Normal,19.8,57.1,68.5,2.7,25.3,75.5,4.3,17,1624,2233,350,2585,150,334,72,2740.0,36,7.5
45,Male,172.9,84.2,moderately_active,weight_gain,28.17,Overweight,28.0,60.6,68.6,15.6,29.2,87.3,3.1,9,1693,2624,350,2966,124,410,92,3450.0,42,7.5
19,Female,164.4,54.0,lightly_active,muscle_gain,19.98,Normal,22.9,41.6,56.4,-2.4,22.5,60.8,6.8,27,1294,1779,500,2292,112,317,64,2140.0,32,8.0
32,Male,172.2,85.0,moderately_active,maintain,28.67,Overweight,25.6,63.2,67.9,17.1,28.7,85.1,0.1,0,1757,2723,0,2744,111,384,85,3480.0,38,7.5
23,Male,182.7,67.9,very_active,muscle_gain,20.34,Normal,13.5,58.7,77.4,-9.5,22.8,76.1,8.2,33,1682,2901,350,3223,130,473,90,3130.0,45,8.0
16,Female,158.6,46.8,moderately_active,muscle_gain,18.61,Normal,20.6,37.2,51.1,-4.3,21.6,54.3,7.5,30,1200,1860,500,2348,95,346,65,2140.0,33,9.0
46,Female,160.8,54.4,sedentary,weight_loss,21.04,Normal,30.4,37.9,53.1,1.3,20.0,51.7,-2.7,4,1170,1404,-300,1200,123,112,30,1900.0,17,7.5
19,Male,164.6,53.5,very_active,weight_loss,19.75,Normal,11.9,47.1,61.0,-7.5,18.8,50.9,-2.6,4,1439,2482,-300,2217,100,333,54,2620.0,31,8.0
28,Male,172.5,72.7,sedentary,weight_loss,24.43,Normal,19.6,58.5,68.2,4.5,23.4,69.6,-3.1,4,1656,1987,-300,1687,132,198,41,2540.0,24,7.5
25,Female,155.0,62.9,moderately_active,weight_loss,26.18,Overweight,31.8,42.9,47.9,15.0,23.7,56.9,-6.0,9,1306,2024,-500,1516,119,177,37,2700.0,21,8.0
63,Male,174.3,75.4,sedentary,muscle_gain,24.82,Normal,28.1,54.2,69.8,5.6,26.3,79.9,4.5,18,1536,1843,250,2109,144,250,59,2640.0,30,7.5
44,Male,163.2,66.5,moderately_active,muscle_gain,24.97,Normal,23.9,50.6,59.8,6.7,26.5,70.6,4.1,16,1467,2274,250,2515,135,336,70,2830.0,35,7.5
48,Female,166.9,50.7,sedentary,muscle_gain,18.2,Underweight,27.5,36.8,58.6,-7.9,21.2,59.1,8.4,34,1155,1386,500,1870,110,240,52,1770.0,26,7.5
19,Male,168.3,64.7,sedentary,muscle_gain,22.84,Normal,15.6,54.6,64.4,0.3,25.3,71.7,7.0,28,1585,1902,350,2213,128,288,61,2260.0,31,8.0
32,Female,171.7,80.3,sedentary,weight_gain,27.24,Overweight,34.6,52.5,63.0,17.3,28.2,83.1,2.8,8,1535,1842,350,2224,125,276,69,2810.0,31,7.5
39,Male,182.9,91.9,moderately_active,muscle_gain,27.47,Overweight,25.7,68.3,77.6,14.3,28.3,94.7,2.8,11,1861,2885,150,3045,191,379,85,3720.0,43,7.5
57,Male,176.4,64.8,sedentary,weight_gain,20.82,Normal,21.9,50.6,71.7,-6.9,22.8,70.9,6.1,17,1467,1760,450,2198,91,306,68,2270.0,31,7.5
31,Male,164.0,57.2,very_active,muscle_gain,21.27,Normal,16.5,47.8,60.5,-3.3,23.8,64.0,6.8,27,1429,2465,350,2872,122,416,80,2750.0,40,7.5
18,Male,169.9,99.0,lightly_active,weight_loss,34.3,Obese I,29.1,70.2,65.8,33.2,30.9,89.2,-9.8,14,1935,2661,-600,2076,203,201,51,3720.0,29,8.0
27,Male,168.2,68.2,moderately_active,muscle_gain,24.11,Normal,18.9,55.3,64.3,3.9,25.6,72.4,4.2,17,1588,2461,250,2693,126,378,75,2890.0,38,7.5
44,Male,169.0,82.8,moderately_active,weight_gain,28.99,Overweight,28.7,59.0,65.0,17.8,30.0,85.7,2.9,8,1659,2571,350,2969,133,402,92,3400.0,42,7.5
25,Female,170.5,76.8,extra_active,muscle_gain,26.42,Overweight,32.1,52.1,61.9,14.9,27.2,79.1,2.3,9,1527,2901,250,3147,154,437,87,3690.0,44,8.0
26,Female,160.1,45.2,lightly_active,weight_loss,17.63,Underweight,21.7,35.4,52.5,-7.3,18.5,47.4,2.2,3,1151,1583,-300,1274,92,157,31,1830.0,18,7.5
33,Female,157.1,60.7,moderately_active,weight_loss,24.59,Normal,31.7,41.5,49.8,10.9,23.6,58.2,-2.5,4,1264,1959,-400,1558,137,167,38,2620.0,22,7.5
63,Female,155.0,58.7,lightly_active,weight_loss,24.43,Normal,38.4,36.2,47.9,10.8,23.4,56.2,-2.5,4,1109,1525,-400,1200,111,124,30,2300.0,17,7.5
34,Male,170.5,84.4,sedentary,weight_loss,29.03,Overweight,26.5,62.0,66.4,18.0,26.5,77.0,-7.4,11,1730,2076,-500,1566,201,105,38,2950.0,22,7.5
23,Female,164.2,75.6,moderately_active,weight_loss,28.04,Overweight,33.5,50.3,56.2,19.4,25.5,68.8,-6.8,10,1486,2303,-500,1848,177,184,45,3150.0,26,8.0
24,Male,163.4,51.8,lightly_active,muscle_gain,19.4,Normal,12.6,45.3,60.0,-8.2,21.9,58.5,6.7,27,1394,1917,500,2411,108,344,67,2060.0,34,8.0
27,Female,161.6,87.4,lightly_active,maintain,33.47,Obese I,41.0,51.6,53.8,33.6,33.5,87.5,0.1,0,1547,2127,0,2117,95,286,66,3310.0,30,7.5
19,Female,163.5,59.0,sedentary,maintain,22.07,Normal,25.5,44.0,55.6,3.4,22.1,59.1,0.1,0,1342,1610,0,1583,73,212,49,2060.0,22,8.0
37,Female,150.6,56.1,moderately_active,muscle_gain,24.74,Normal,32.8,37.7,45.5,10.6,26.2,59.4,3.3,13,1167,1809,250,2062,114,273,57,2460.0,29,7.5
25,Female,152.5,38.0,extra_active,muscle_gain,16.34,Moderate Thinness,20.0,30.4,45.6,-7.6,19.3,44.9,6.9,28,1039,1974,500,2424,74,381,67,2330.0,34,8.0
34,Female,160.7,65.9,lightly_active,weight_gain,25.52,Overweight,33.0,44.2,53.0,12.9,26.5,68.4,2.5,7,1329,1827,350,2151,104,283,67,2560.0,30,7.5
45,Male,183.4,57.7,lightly_active,weight_loss,17.15,Underweight,14.7,49.2,78.1,-20.4,18.5,62.2,4.5,6,1475,2028,-300,1737,110,230,42,2270.0,24,7.5
20,Male,181.8,72.9,very_active,weight_loss,22.06,Normal,14.9,62.0,76.6,-3.7,21.1,69.7,-3.2,5,1746,3012,-300,2716,143,388,66,3300.0,38,8.0
29,Female,157.3,48.8,sedentary,maintain,19.72,Normal,24.9,36.6,49.9,-1.1,19.7,48.7,-0.1,0,1163,1396,0,1403,54,198,44,1710.0,20,7.5
48,Male,183.2,84.3,lightly_active,weight_loss,25.12,Overweight,25.0,63.2,77.9,6.4,23.0,77.2,-7.1,10,1746,2401,-500,1899,160,211,46,3200.0,27,7.5
19,Female,159.1,56.0,sedentary,muscle_gain,22.12,Normal,25.5,41.7,51.6,4.4,24.6,62.3,6.3,25,1287,1544,350,1876,107,245,52,1960.0,26,8.0
27,Female,159.0,59.9,lightly_active,muscle_gain,23.69,Normal,29.2,42.4,51.5,8.4,25.2,63.7,3.8,15,1292,1776,350,2049,123,261,57,2350.0,29,7.5
31,Male,174.6,82.1,moderately_active,weight_loss,26.93,Overweight,23.2,63.1,70.1,12.0,24.4,74.4,-7.7,11,1751,2714,-500,2215,187,245,54,3370.0,31,7.5
47,Female,166.0,53.3,very_active,maintain,19.34,Normal,28.6,38.1,57.8,-4.5,19.3,53.2,-0.1,0,1182,2039,0,1992,74,284,62,2620.0,28,7.5
38,Female,157.3,53.2,very_active,weight_loss,21.5,Normal,29.1,37.7,49.9,3.3,20.5,50.7,-2.5,4,1172,2022,-300,1691,104,226,41,2610.0,24,7.5
22,Female,158.6,46.5,moderately_active,weight_loss,18.49,Underweight,21.8,36.4,51.1,-4.6,18.5,46.5,0.0,0,1174,1820,-300,1529,84,215,37,2130.0,21,8.0
33,Female,153.5,43.5,moderately_active,muscle_gain,18.46,Underweight,24.3,32.9,46.5,-3.0,21.5,50.7,7.2,29,1073,1663,500,2174,87,322,60,2020.0,30,7.5
47,Female,163.1,77.7,moderately_active,muscle_gain,29.21,Overweight,40.5,46.2,55.2,22.5,30.0,79.8,2.1,8,1387,2150,150,2314,170,264,64,3220.0,32,7.5
37,Female,166.6,49.9,lightly_active,muscle_gain,17.98,Underweight,24.7,37.6,58.4,-8.5,21.0,58.3,8.4,34,1189,1635,500,2120,102,295,59,2000.0,30,7.5
28,Female,167.0,53.0,sedentary,maintain,19.0,Normal,23.8,40.4,58.7,-5.7,19.0,53.0,0.0,0,1261,1513,0,1506,74,197,47,1860.0,21,7.5
31,Male,165.1,84.4,sedentary,weight_loss,30.96,Obese I,28.1,60.7,61.5,22.9,27.9,76.0,-8.4,12,1708,2050,-600,1453,188,94,36,2950.0,20,7.5
60,Male,170.0,70.1,very_active,weight_loss,24.26,Normal,26.7,51.4,65.9,4.2,23.3,67.3,-2.8,4,1473,2541,-400,2143,148,271,52,3200.0,30,7.5
39,Female,168.5,62.4,sedentary,weight_loss,21.98,Normal,29.9,43.7,60.1,2.3,21.0,59.6,-2.8,4,1318,1582,-300,1282,121,130,31,2180.0,18,7.5
38,Male,175.5,75.6,lightly_active,maintain,24.55,Normal,22.0,59.0,70.9,4.7,24.6,75.8,0.2,0,1658,2280,0,2255,80,326,70,2900.0,32,7.5
38,Female,161.2,46.8,lightly_active,muscle_gain,18.01,Underweight,25.0,35.1,53.5,-6.7,21.0,54.6,7.8,31,1126,1548,500,2033,99,283,56,1890.0,28,7.5
50,Female,161.1,51.0,sedentary,muscle_gain,19.65,Normal,29.7,35.9,53.4,-2.4,22.2,57.6,6.6,26,1122,1346,500,1855,99,248,52,1780.0,26,7.5
34,Male,177.5,66.3,extra_active,weight_gain,21.04,Normal,16.9,55.1,72.7,-6.4,23.0,72.5,6.2,18,1588,3017,450,3483,101,527,108,3320.0,49,7.5
24,Female,162.7,66.3,sedentary,weight_gain,25.05,Overweight,30.2,46.3,54.8,11.5,26.0,68.8,2.5,7,1387,1664,350,2020,107,256,63,2320.0,28,8.0
32,Female,157.5,60.4,extra_active,weight_loss,24.35,Normal,31.2,41.6,50.1,10.3,23.4,58.0,-2.4,3,1268,2409,-400,2015,143,250,49,3110.0,28,7.5
16,Male,179.7,66.4,moderately_active,weight_loss,20.56,Normal,12.2,58.3,74.7,-8.3,19.6,63.3,-3.1,4,1679,2602,-300,2353,132,326,58,2820.0,33,9.0
24,Male,166.2,60.8,very_active,weight_loss,22.01,Normal,15.7,51.3,62.5,-1.7,21.0,58.0,-2.8,4,1510,2605,-300,2340,110,347,57,2880.0,33,8.0
52,Male,182.3,87.4,sedentary,weight_loss,26.3,Overweight,27.3,63.5,77.1,10.3,23.8,79.1,-8.3,12,1752,2102,-500,1591,201,109,39,3060.0,22,7.5
42,Male,168.2,45.0,lightly_active,maintain,15.91,Severe Thinness,12.6,39.3,64.3,-19.3,15.9,45.0,0.0,0,1265,1739,0,1787,61,260,56,1820.0,25,7.5
28,Female,164.3,61.2,extra_active,weight_loss,22.67,Normal,28.2,43.9,56.3,4.9,21.7,58.6,-2.6,4,1330,2527,-400,2149,113,305,53,3140.0,30,7.5
22,Male,172.9,74.8,moderately_active,weight_loss,25.02,Overweight,18.9,60.7,68.6,6.2,23.0,68.8,-6.0,9,1707,2646,-500,2188,163,265,53,3120.0,31,8.0
55,Female,157.5,49.3,lightly_active,muscle_gain,19.87,Normal,31.1,34.0,50.1,-0.8,22.4,55.6,6.3,25,1067,1467,500,1984,97,275,55,1980.0,28,7.5
25,Male,182.8,81.7,moderately_active,weight_loss,24.45,Normal,18.9,66.3,77.5,4.2,23.4,78.2,-3.5,5,1825,2829,-300,2512,189,302,61,3360.0,35,8.0
43,Male,178.8,75.3,sedentary,weight_gain,23.55,Normal,22.0,58.7,73.9,1.4,25.0,79.9,4.6,13,1651,1981,350,2347,123,300,73,2640.0,33,7.5
59,Female,159.6,75.8,moderately_active,maintain,29.76,Overweight,43.9,42.5,52.0,23.8,29.8,75.9,0.1,0,1295,2007,0,1996,80,280,62,3150.0,28,7.5
23,Female,171.5,58.5,sedentary,weight_loss,19.89,Normal,23.8,44.6,62.8,-4.3,18.9,55.6,-2.9,4,1362,1634,-300,1355,124,140,33,2050.0,19,8.0
51,Male,180.2,83.7,sedentary,weight_loss,25.78,Overweight,26.5,61.5,75.2,8.5,23.3,75.7,-8.0,11,1707,2048,-500,1511,160,134,37,2930.0,21,7.5
26,Male,168.8,49.6,moderately_active,muscle_gain,17.41,Underweight,10.7,44.3,64.9,-15.3,20.4,58.1,8.5,34,1386,2148,500,2657,96,402,74,2240.0,37,7.5
18,Male,159.3,57.8,sedentary,weight_gain,22.78,Normal,15.3,49.0,56.2,1.6,24.3,61.7,3.9,11,1465,1758,350,2118,94,287,66,2020.0,30,8.0
17,Male,174.7,76.8,sedentary,weight_loss,25.16,Overweight,17.9,63.1,70.2,6.6,23.0,70.2,-6.6,9,1761,2113,-500,1641,155,165,40,2690.0,23,9.0
34,Female,169.3,58.2,sedentary,muscle_gain,20.31,Normal,26.8,42.6,60.8,-2.6,22.8,65.4,7.2,29,1302,1562,350,1936,118,244,54,2040.0,27,7.5
19,Male,178.0,82.5,moderately_active,weight_gain,26.04,Overweight,19.4,66.5,73.2,9.3,27.0,85.5,3.0,9,1831,2838,350,3178,135,437,99,3390.0,44,8.0
19,Male,184.2,85.5,sedentary,weight_loss,25.2,Overweight,18.4,69.8,78.8,6.7,23.0,78.0,-7.5,11,1901,2281,-500,1767,201,144,43,2990.0,25,8.0
33,Male,170.1,68.0,sedentary,maintain,23.5,Normal,19.6,54.7,66.0,2.0,23.5,68.0,0.0,0,1570,1884,0,1868,74,262,58,2380.0,26,7.5
41,Female,160.3,55.0,moderately_active,weight_gain,21.4,Normal,29.7,38.7,52.7,2.3,23.4,60.1,5.1,15,1194,1851,450,2295,92,322,71,2420.0,32,7.5
60,Female,159.2,38.0,lightly_active,weight_loss,14.99,Severe Thinness,26.4,28.0,51.7,-13.7,18.5,46.9,8.9,13,938,1290,-300,1200,81,154,30,1580.0,17,7.5
21,Male,175.6,62.9,lightly_active,maintain,20.4,Normal,13.1,54.7,71.0,-8.1,20.4,62.9,0.0,0,1597,2196,0,2220,71,329,69,2450.0,31,8.0
33,Female,165.6,70.0,lightly_active,weight_loss,25.53,Overweight,32.8,47.0,57.5,12.5,23.0,63.1,-6.9,10,1399,1924,-500,1376,149,118,34,2700.0,19,7.5
41,Male,184.6,76.8,very_active,maintain,22.54,Normal,20.3,61.2,79.2,-2.4,22.5,76.7,-0.1,0,1710,2950,0,2913,84,440,91,3440.0,41,7.5
20,Male,186.0,82.4,sedentary,weight_loss,23.82,Normal,17.0,68.4,80.4,2.0,22.8,78.9,-3.5,5,1874,2249,-300,1914,171,202,47,2880.0,27,8.0
46,Female,171.0,61.6,very_active,weight_loss,21.07,Normal,30.5,42.8,62.3,-0.7,20.1,58.8,-2.8,4,1294,2232,-300,1929,142,234,47,2910.0,27,7.5
45,Female,165.0,48.5,sedentary,weight_loss,17.81,Underweight,26.3,35.7,56.9,-8.4,18.5,50.4,1.9,3,1135,1362,-300,1200,91,144,30,1700.0,17,7.5
17,Female,158.9,61.0,lightly_active,muscle_gain,24.16,Normal,27.5,44.2,51.4,9.6,25.7,64.9,3.9,16,1344,1848,250,2107,111,283,59,2380.0,29,9.0
69,Female,160.1,50.2,extra_active,muscle_gain,19.58,Normal,34.0,33.1,52.5,-2.3,22.1,56.6,6.4,26,1032,1961,500,2437,91,365,68,2760.0,34,7.0
46,Male,178.3,72.7,moderately_active,maintain,22.87,Normal,21.8,56.9,73.5,-0.8,22.9,72.8,0.1,0,1609,2494,0,2518,86,368,78,3040.0,35,7.5
33,Female,161.8,60.7,sedentary,muscle_gain,23.19,Normal,30.0,42.5,54.0,6.7,24.7,64.7,4.0,16,1291,1549,350,1927,128,232,54,2120.0,27,7.5
19,Male,168.1,56.8,extra_active,maintain,20.1,Normal,12.3,49.8,64.2,-7.4,20.1,56.8,0.0,0,1495,2840,0,2859,58,456,89,2990.0,40,8.0
56,Female,157.5,71.8,moderately_active,weight_gain,28.94,Overweight,42.2,41.5,50.1,21.7,29.9,74.2,2.4,7,1263,1958,350,2296,104,310,71,3010.0,32,7.5
32,Male,179.6,93.6,lightly_active,muscle_gain,29.02,Overweight,26.0,69.3,74.6,19.0,29.8,96.1,2.5,10,1889,2597,150,2747,175,341,76,3530.0,38,7.5
34,Female,159.5,48.7,moderately_active,weight_loss,19.14,Normal,25.4,36.3,51.9,-3.2,18.5,47.1,-1.6,2,1153,1787,-300,1512,100,195,37,2200.0,21,7.5
51,Male,174.0,65.1,lightly_active,maintain,21.5,Normal,21.3,51.2,69.6,-4.5,21.5,65.1,0.0,0,1483,2039,0,2038,88,280,63,2530.0,29,7.5
50,Male,173.5,67.8,moderately_active,muscle_gain,22.52,Normal,22.3,52.7,69.1,-1.3,25.0,75.3,7.5,30,1514,2347,350,2701,130,376,75,2870.0,38,7.5
28,Female,155.6,62.9,sedentary,muscle_gain,25.98,Overweight,32.2,42.6,48.4,14.5,27.5,66.6,3.7,15,1296,1555,250,1815,127,214,50,2200.0,25,7.5
69,Male,170.0,77.8,moderately_active,weight_loss,26.92,Overweight,32.0,52.9,65.9,11.9,24.4,70.5,-7.3,10,1505,2333,-500,1828,143,213,45,3220.0,26,7.0
17,Male,171.0,73.3,sedentary,weight_gain,25.07,Overweight,17.8,60.3,66.8,6.5,26.1,76.3,3.0,9,1702,2042,350,2380,109,320,74,2570.0,33,9.0
18,Male,169.5,77.8,lightly_active,weight_loss,27.08,Overweight,20.4,61.9,65.5,12.3,24.6,70.7,-7.1,10,1734,2384,-500,1895,144,226,46,2970.0,27,8.0
36,Male,167.1,55.7,lightly_active,muscle_gain,19.95,Normal,16.0,46.8,63.3,-7.6,22.4,62.5,6.8,27,1408,1936,500,2453,103,357,68,2200.0,34,7.5
